주차장명,주차면수,연월일,입차대수,출차대수,피크시간
암사1동,99,2023-03-01,78,70,23
동구로,71,2023-03-01,36,28,19
장안2동,80,2023-03-01,40,34,23
웃우물,79,2023-03-01,37,34,23
잠실역,346,2023-03-02,593,577,14
구로디지털단지역,92,2023-03-02,153,158,19
개화산역,321,2023-03-02,372,377,14
수서역북,568,2023-03-02,581,578,15
수서역남,69,2023-03-02,91,94,13
복정역,362,2023-03-02,342,347,13
한강진역,176,2023-03-02,354,351,16
서울글로벌센터,44,2023-03-02,75,78,16
구파발역,399,2023-03-02,640,605,12
신설동,79,2023-03-02,207,214,15
영등포구청역,137,2023-03-02,206,198,15
적선노외,30,2023-03-02,60,63,18
도봉산역,364,2023-03-02,421,414,15
학여울역,180,2023-03-02,192,192,14
사당노외,183,2023-03-02,404,385,20
종묘,1617,2023-03-02,1549,1529,15
천왕역,328,2023-03-02,368,364,14
개화역,483,2023-03-02,372,347,13
마포유수지,503,2023-03-02,779,768,20
세종로,1260,2023-03-02,753,732,12
신대방역,60,2023-03-02,161,171,15
동대문,1092,2023-03-02,1749,1679,0
천호역,1432,2023-03-02,1942,1907,12
용산주차빌딩,561,2023-03-02,423,413,12
신천유수지,192,2023-03-02,220,229,14
신방화역,199,2023-03-02,214,209,15
훈련원공원,873,2023-03-02,882,867,13
가양라이품,38,2023-03-02,38,39,15
남산예장,40,2023-03-02,168,167,12
장안1동,74,2023-03-02,83,91,4
신월4동,46,2023-03-02,13,16,18
암사1동,99,2023-03-02,69,67,6
동구로,71,2023-03-02,41,42,4
장안2동,80,2023-03-02,65,62,23
웃우물,79,2023-03-02,59,55,23
잠실역,346,2023-03-03,646,657,15
구로디지털단지역,92,2023-03-03,218,198,20
개화산역,321,2023-03-03,421,428,13
수서역북,568,2023-03-03,637,645,13
수서역남,69,2023-03-03,109,132,10
복정역,362,2023-03-03,349,359,14
한강진역,176,2023-03-03,375,380,15
서울글로벌센터,44,2023-03-03,68,72,16
구파발역,399,2023-03-03,729,692,12
신설동,79,2023-03-03,197,208,14
영등포구청역,137,2023-03-03,181,187,12
적선노외,30,2023-03-03,61,64,21
도봉산역,364,2023-03-03,448,446,12
학여울역,180,2023-03-03,149,156,12
사당노외,183,2023-03-03,399,404,20
종묘,1617,2023-03-03,1575,1588,14
천왕역,328,2023-03-03,383,372,12
개화역,483,2023-03-03,369,370,13
마포유수지,503,2023-03-03,843,859,20
세종로,1260,2023-03-03,781,802,19
신대방역,60,2023-03-03,164,161,11
동대문,1092,2023-03-03,702,1570,1
천호역,1432,2023-03-03,2059,2070,12
용산주차빌딩,561,2023-03-03,394,402,16
신천유수지,192,2023-03-03,211,213,15
신방화역,199,2023-03-03,201,205,12
훈련원공원,873,2023-03-03,836,878,13
가양라이품,38,2023-03-03,33,32,15
남산예장,40,2023-03-03,172,172,8
장안1동,74,2023-03-03,61,64,4
신월4동,46,2023-03-03,19,19,12
암사1동,99,2023-03-03,70,72,4
동구로,71,2023-03-03,35,33,5
장안2동,80,2023-03-03,50,57,23
웃우물,79,2023-03-03,48,51,23
잠실역,346,2023-03-04,989,1001,15
구로디지털단지역,92,2023-03-04,225,234,19
개화산역,321,2023-03-04,158,166,13
수서역북,568,2023-03-04,254,286,1
수서역남,69,2023-03-04,57,69,13
복정역,362,2023-03-04,187,196,16
한강진역,176,2023-03-04,526,528,18
서울글로벌센터,44,2023-03-04,0,1,23
구파발역,399,2023-03-04,516,500,13
신설동,79,2023-03-04,228,231,15
영등포구청역,137,2023-03-04,93,96,10
적선노외,30,2023-03-04,56,64,17
도봉산역,364,2023-03-04,401,434,13
학여울역,180,2023-03-04,243,248,12
사당노외,183,2023-03-04,400,391,19
종묘,1617,2023-03-04,1780,1826,15
천왕역,328,2023-03-04,209,227,12
개화역,483,2023-03-04,119,120,16
마포유수지,503,2023-03-04,560,604,19
세종로,1260,2023-03-04,884,909,16
신대방역,60,2023-03-04,171,179,17
동대문,1092,2023-03-04,384,396,14
천호역,1432,2023-03-04,2032,2072,14
용산주차빌딩,561,2023-03-04,106,122,16
신천유수지,192,2023-03-04,115,132,15
신방화역,199,2023-03-04,136,138,12
훈련원공원,873,2023-03-04,317,323,13
가양라이품,38,2023-03-04,15,16,12
남산예장,40,2023-03-04,184,183,19
장안1동,74,2023-03-04,70,69,9
신월4동,46,2023-03-04,10,15,9
암사1동,99,2023-03-04,88,83,13
동구로,71,2023-03-04,29,27,5
장안2동,80,2023-03-04,47,46,23
웃우물,79,2023-03-04,46,47,23
잠실역,346,2023-03-05,739,743,12
구로디지털단지역,92,2023-03-05,196,208,15
개화산역,321,2023-03-05,119,114,14
수서역북,568,2023-03-05,243,231,12
수서역남,69,2023-03-05,55,71,13
복정역,362,2023-03-05,503,498,12
한강진역,176,2023-03-05,551,559,18
서울글로벌센터,44,2023-03-05,0,0,23
구파발역,399,2023-03-05,281,280,14
신설동,79,2023-03-05,202,197,16
영등포구청역,137,2023-03-05,79,60,12
적선노외,30,2023-03-05,52,57,17
도봉산역,364,2023-03-05,300,306,13
학여울역,180,2023-03-05,285,283,11
사당노외,183,2023-03-05,327,356,16
종묘,1617,2023-03-05,1158,1167,15
천왕역,328,2023-03-05,143,142,13
개화역,483,2023-03-05,70,91,16
마포유수지,503,2023-03-05,348,363,18
세종로,1260,2023-03-05,842,851,16
신대방역,60,2023-03-05,175,189,17
동대문,1092,2023-03-05,1366,596,0
천호역,1432,2023-03-05,1448,1447,13
용산주차빌딩,561,2023-03-05,56,51,0
신천유수지,192,2023-03-05,82,84,17
신방화역,199,2023-03-05,116,117,17
훈련원공원,873,2023-03-05,161,156,17
가양라이품,38,2023-03-05,10,10,14
남산예장,40,2023-03-05,180,180,12
장안1동,74,2023-03-05,50,38,0
신월4동,46,2023-03-05,13,7,0
암사1동,99,2023-03-05,69,71,11
동구로,71,2023-03-05,30,26,23
장안2동,80,2023-03-05,31,28,23
웃우물,79,2023-03-05,26,26,23
잠실역,346,2023-03-06,576,576,13
구로디지털단지역,92,2023-03-06,157,165,19
개화산역,321,2023-03-06,419,424,14
수서역북,568,2023-03-06,633,617,11
수서역남,69,2023-03-06,120,124,13
복정역,362,2023-03-06,408,407,15
한강진역,176,2023-03-06,261,260,14
서울글로벌센터,44,2023-03-06,72,76,15
구파발역,399,2023-03-06,696,647,12
신설동,79,2023-03-06,226,229,15
영등포구청역,137,2023-03-06,209,205,12
적선노외,30,2023-03-06,62,59,18
도봉산역,364,2023-03-06,433,428,11
학여울역,180,2023-03-06,91,87,14
사당노외,183,2023-03-06,398,396,20
종묘,1617,2023-03-06,1585,1537,15
천왕역,328,2023-03-06,358,357,11
개화역,483,2023-03-06,368,370,16
마포유수지,503,2023-03-06,765,738,19
세종로,1260,2023-03-06,664,630,14
신대방역,60,2023-03-06,147,148,20
동대문,1092,2023-03-06,1994,1833,0
천호역,1432,2023-03-06,1971,1973,12
용산주차빌딩,561,2023-03-06,425,407,13
신천유수지,192,2023-03-06,220,224,11
신방화역,199,2023-03-06,195,192,13
훈련원공원,873,2023-03-06,909,880,13
가양라이품,38,2023-03-06,38,39,16
남산예장,40,2023-03-06,168,168,18
장안1동,74,2023-03-06,74,86,3
신월4동,46,2023-03-06,14,15,18
암사1동,99,2023-03-06,79,84,5
동구로,71,2023-03-06,29,37,4
장안2동,80,2023-03-06,56,53,23
웃우물,79,2023-03-06,49,47,23
잠실역,346,2023-03-07,611,616,14
구로디지털단지역,92,2023-03-07,157,138,20
개화산역,321,2023-03-07,391,392,11
수서역북,568,2023-03-07,672,669,13
수서역남,69,2023-03-07,111,127,12
복정역,362,2023-03-07,365,370,15
한강진역,176,2023-03-07,338,343,14
서울글로벌센터,44,2023-03-07,78,81,17
구파발역,399,2023-03-07,647,620,15
신설동,79,2023-03-07,172,177,14
영등포구청역,137,2023-03-07,226,220,14
적선노외,30,2023-03-07,76,79,21
도봉산역,364,2023-03-07,446,447,14
학여울역,180,2023-03-07,98,94,11
사당노외,183,2023-03-07,404,406,19
종묘,1617,2023-03-07,1493,1518,13
천왕역,328,2023-03-07,404,405,13
개화역,483,2023-03-07,355,356,13
마포유수지,503,2023-03-07,784,817,19
세종로,1260,2023-03-07,823,832,13
신대방역,60,2023-03-07,166,175,20
동대문,1092,2023-03-07,1842,1944,1
천호역,1432,2023-03-07,2004,1986,11
용산주차빌딩,561,2023-03-07,409,414,17
신천유수지,192,2023-03-07,222,231,15
신방화역,199,2023-03-07,195,194,13
훈련원공원,873,2023-03-07,902,914,14
가양라이품,38,2023-03-07,36,36,16
남산예장,40,2023-03-07,169,169,12
장안1동,74,2023-03-07,70,78,4
신월4동,46,2023-03-07,19,16,17
암사1동,99,2023-03-07,72,76,5
동구로,71,2023-03-07,42,44,21
장안2동,80,2023-03-07,46,51,23
웃우물,79,2023-03-07,43,42,23
신설동,79,2023-03-08,207,214,15
천호역,1432,2023-03-08,1953,1950,12
영등포구청역,137,2023-03-08,200,200,12
도봉산역,364,2023-03-08,418,417,12
개화산역,321,2023-03-08,398,401,10
남산예장,40,2023-03-08,162,164,11
가양라이품,38,2023-03-08,40,39,14
사당노외,183,2023-03-08,417,415,19
수서역남,69,2023-03-08,108,126,16
적선노외,30,2023-03-08,71,65,12
신방화역,199,2023-03-08,209,208,12
종묘,1617,2023-03-08,1504,1511,13
구로디지털단지역,92,2023-03-08,189,199,21
암사1동,99,2023-03-08,89,80,22
서울글로벌센터,44,2023-03-08,59,63,12
개화역,483,2023-03-08,365,366,13
신천유수지,192,2023-03-08,227,245,15
웃우물,79,2023-03-08,45,49,23
한강진역,176,2023-03-08,383,383,14
학여울역,180,2023-03-08,110,113,16
동구로,71,2023-03-08,39,37,4
동대문,1092,2023-03-08,1780,1838,0
훈련원공원,873,2023-03-08,916,932,13
마포유수지,503,2023-03-08,840,853,19
신월4동,46,2023-03-08,16,16,10
세종로,1260,2023-03-08,897,910,15
천왕역,328,2023-03-08,410,410,12
수서역북,568,2023-03-08,692,708,10
장안1동,74,2023-03-08,69,71,21
잠실역,346,2023-03-08,638,646,12
신대방역,60,2023-03-08,137,146,16
장안2동,80,2023-03-08,56,55,23
용산주차빌딩,561,2023-03-08,403,408,17
복정역,362,2023-03-08,355,348,15
구파발역,399,2023-03-08,705,671,12
잠실역,346,2023-03-09,594,596,15
구로디지털단지역,92,2023-03-09,184,175,21
개화산역,321,2023-03-09,399,392,13
수서역북,568,2023-03-09,658,663,14
수서역남,69,2023-03-09,105,119,13
복정역,362,2023-03-09,413,414,13
한강진역,176,2023-03-09,394,398,15
서울글로벌센터,44,2023-03-09,66,71,15
구파발역,399,2023-03-09,684,653,12
신설동,79,2023-03-09,213,220,13
영등포구청역,137,2023-03-09,199,202,16
적선노외,30,2023-03-09,77,68,14
도봉산역,364,2023-03-09,440,449,11
학여울역,180,2023-03-09,152,155,12
사당노외,183,2023-03-09,421,420,20
종묘,1617,2023-03-09,1539,1543,13
천왕역,328,2023-03-09,407,402,13
개화역,483,2023-03-09,374,357,16
마포유수지,503,2023-03-09,860,851,20
세종로,1260,2023-03-09,791,791,19
신대방역,60,2023-03-09,157,164,15
동대문,1092,2023-03-09,1804,1795,0
천호역,1432,2023-03-09,1982,2001,12
용산주차빌딩,561,2023-03-09,409,409,13
신천유수지,192,2023-03-09,208,212,13
신방화역,199,2023-03-09,200,200,14
훈련원공원,873,2023-03-09,895,886,13
가양라이품,38,2023-03-09,46,42,16
남산예장,40,2023-03-09,167,167,17
장안1동,74,2023-03-09,73,68,4
신월4동,46,2023-03-09,14,17,9
암사1동,99,2023-03-09,79,77,6
동구로,71,2023-03-09,27,29,4
장안2동,80,2023-03-09,51,48,23
웃우물,79,2023-03-09,36,33,23
잠실역,346,2023-03-10,671,675,13
구로디지털단지역,92,2023-03-10,182,177,21
개화산역,321,2023-03-10,388,398,12
수서역북,568,2023-03-10,606,618,12
수서역남,69,2023-03-10,100,110,13
복정역,362,2023-03-10,386,401,14
한강진역,176,2023-03-10,424,429,15
서울글로벌센터,44,2023-03-10,77,86,15
구파발역,399,2023-03-10,715,683,13
신설동,79,2023-03-10,237,243,13
영등포구청역,137,2023-03-10,191,191,14
적선노외,30,2023-03-10,66,72,18
도봉산역,364,2023-03-10,425,422,13
학여울역,180,2023-03-10,135,144,13
사당노외,183,2023-03-10,428,420,19
종묘,1617,2023-03-10,1610,1613,13
천왕역,328,2023-03-10,374,373,12
개화역,483,2023-03-10,348,340,13
마포유수지,503,2023-03-10,761,788,20
세종로,1260,2023-03-10,768,795,19
신대방역,60,2023-03-10,179,182,20
동대문,1092,2023-03-10,816,1686,1
천호역,1432,2023-03-10,2065,2052,12
용산주차빌딩,561,2023-03-10,391,402,16
신천유수지,192,2023-03-10,213,233,15
신방화역,199,2023-03-10,222,221,11
훈련원공원,873,2023-03-10,833,882,13
가양라이품,38,2023-03-10,31,34,14
남산예장,40,2023-03-10,175,174,8
장안1동,74,2023-03-10,68,69,20
신월4동,46,2023-03-10,9,13,18
암사1동,99,2023-03-10,80,83,4
동구로,71,2023-03-10,41,42,4
장안2동,80,2023-03-10,62,64,23
웃우물,79,2023-03-10,57,59,23
잠실역,346,2023-03-11,995,1007,16
구로디지털단지역,92,2023-03-11,229,238,20
개화산역,321,2023-03-11,183,182,14
수서역북,568,2023-03-11,294,297,17
수서역남,69,2023-03-11,60,63,14
복정역,362,2023-03-11,205,220,14
한강진역,176,2023-03-11,595,598,19
서울글로벌센터,44,2023-03-11,0,0,23
구파발역,399,2023-03-11,494,493,12
신설동,79,2023-03-11,238,243,16
영등포구청역,137,2023-03-11,85,84,14
적선노외,30,2023-03-11,50,69,15
도봉산역,364,2023-03-11,414,419,14
학여울역,180,2023-03-11,212,216,15
사당노외,183,2023-03-11,499,509,19
종묘,1617,2023-03-11,1743,1780,15
천왕역,328,2023-03-11,199,213,13
개화역,483,2023-03-11,125,129,16
마포유수지,503,2023-03-11,645,678,19
세종로,1260,2023-03-11,796,816,19
신대방역,60,2023-03-11,186,184,14
동대문,1092,2023-03-11,385,406,15
천호역,1432,2023-03-11,2047,2076,15
용산주차빌딩,561,2023-03-11,108,121,16
신천유수지,192,2023-03-11,111,111,14
신방화역,199,2023-03-11,140,143,12
훈련원공원,873,2023-03-11,342,357,12
가양라이품,38,2023-03-11,11,12,16
남산예장,40,2023-03-11,180,179,18
장안1동,74,2023-03-11,64,69,5
신월4동,46,2023-03-11,18,15,9
암사1동,99,2023-03-11,69,73,2
동구로,71,2023-03-11,46,42,22
장안2동,80,2023-03-11,36,46,23
웃우물,79,2023-03-11,42,45,23
잠실역,346,2023-03-12,642,652,15
구로디지털단지역,92,2023-03-12,170,199,16
개화산역,321,2023-03-12,106,123,7
수서역북,568,2023-03-12,210,214,11
수서역남,69,2023-03-12,41,51,21
복정역,362,2023-03-12,434,425,12
한강진역,176,2023-03-12,567,569,17
서울글로벌센터,44,2023-03-12,0,0,23
구파발역,399,2023-03-12,318,305,12
신설동,79,2023-03-12,233,234,12
영등포구청역,137,2023-03-12,87,73,12
적선노외,30,2023-03-12,45,49,12
도봉산역,364,2023-03-12,152,163,14
학여울역,180,2023-03-12,264,260,13
사당노외,183,2023-03-12,296,318,14
종묘,1617,2023-03-12,838,861,14
천왕역,328,2023-03-12,137,131,13
개화역,483,2023-03-12,70,80,13
마포유수지,503,2023-03-12,299,311,13
세종로,1260,2023-03-12,608,606,14
신대방역,60,2023-03-12,131,145,15
동대문,1092,2023-03-12,1154,376,0
천호역,1432,2023-03-12,1541,1598,12
용산주차빌딩,561,2023-03-12,44,39,0
신천유수지,192,2023-03-12,85,85,17
신방화역,199,2023-03-12,109,113,17
훈련원공원,873,2023-03-12,116,108,22
가양라이품,38,2023-03-12,8,8,12
남산예장,40,2023-03-12,178,178,9
장안1동,74,2023-03-12,44,40,22
신월4동,46,2023-03-12,9,9,7
암사1동,99,2023-03-12,68,61,16
동구로,71,2023-03-12,33,26,23
장안2동,80,2023-03-12,42,32,23
웃우물,79,2023-03-12,35,33,23
잠실역,346,2023-03-13,665,660,16
구로디지털단지역,92,2023-03-13,147,147,20
개화산역,321,2023-03-13,403,401,13
수서역북,568,2023-03-13,709,705,11
수서역남,69,2023-03-13,114,119,14
복정역,362,2023-03-13,354,347,14
한강진역,176,2023-03-13,322,324,14
서울글로벌센터,44,2023-03-13,69,67,15
구파발역,399,2023-03-13,676,634,14
신설동,79,2023-03-13,232,229,14
영등포구청역,137,2023-03-13,205,193,14
적선노외,30,2023-03-13,67,54,14
도봉산역,364,2023-03-13,433,420,14
학여울역,180,2023-03-13,100,92,16
사당노외,183,2023-03-13,373,374,20
종묘,1617,2023-03-13,1578,1554,14
천왕역,328,2023-03-13,395,397,13
개화역,483,2023-03-13,377,388,13
마포유수지,503,2023-03-13,828,818,19
세종로,1260,2023-03-13,621,604,15
신대방역,60,2023-03-13,155,155,19
동대문,1092,2023-03-13,1913,1759,0
천호역,1432,2023-03-13,2026,1992,11
용산주차빌딩,561,2023-03-13,417,402,17
신천유수지,192,2023-03-13,210,221,15
신방화역,199,2023-03-13,196,203,11
훈련원공원,873,2023-03-13,898,867,13
가양라이품,38,2023-03-13,40,40,16
남산예장,40,2023-03-13,171,171,11
장안1동,74,2023-03-13,63,75,5
신월4동,46,2023-03-13,16,15,10
암사1동,99,2023-03-13,74,77,5
동구로,71,2023-03-13,27,31,4
장안2동,80,2023-03-13,52,54,23
웃우물,79,2023-03-13,48,50,23
잠실역,346,2023-03-14,635,633,14
구로디지털단지역,92,2023-03-14,179,184,21
개화산역,321,2023-03-14,396,410,14
수서역북,568,2023-03-14,680,689,12
수서역남,69,2023-03-14,99,114,13
복정역,362,2023-03-14,394,407,13
한강진역,176,2023-03-14,384,383,16
서울글로벌센터,44,2023-03-14,68,75,15
구파발역,399,2023-03-14,660,623,14
신설동,79,2023-03-14,166,163,14
영등포구청역,137,2023-03-14,219,220,13
적선노외,30,2023-03-14,69,72,18
도봉산역,364,2023-03-14,418,425,13
학여울역,180,2023-03-14,113,118,13
사당노외,183,2023-03-14,405,396,20
종묘,1617,2023-03-14,1449,1468,14
천왕역,328,2023-03-14,421,415,12
개화역,483,2023-03-14,358,363,12
마포유수지,503,2023-03-14,806,791,19
세종로,1260,2023-03-14,695,694,15
신대방역,60,2023-03-14,163,166,14
동대문,1092,2023-03-14,1820,1896,0
천호역,1432,2023-03-14,2009,2025,11
용산주차빌딩,561,2023-03-14,398,381,13
신천유수지,192,2023-03-14,225,228,13
신방화역,199,2023-03-14,194,194,11
훈련원공원,873,2023-03-14,892,864,13
가양라이품,38,2023-03-14,39,41,16
남산예장,40,2023-03-14,176,178,12
장안1동,74,2023-03-14,75,85,4
신월4동,46,2023-03-14,16,14,17
암사1동,99,2023-03-14,80,84,5
동구로,71,2023-03-14,40,42,4
장안2동,80,2023-03-14,52,53,23
웃우물,79,2023-03-14,41,38,23
훈련원공원,873,2023-03-15,901,908,13
장안2동,80,2023-03-15,52,49,23
용산주차빌딩,561,2023-03-15,421,427,12
신대방역,60,2023-03-15,163,163,19
사당노외,183,2023-03-15,406,409,19
서울글로벌센터,44,2023-03-15,77,90,14
가양라이품,38,2023-03-15,32,30,15
남산예장,40,2023-03-15,171,171,7
세종로,1260,2023-03-15,1017,1027,18
천왕역,328,2023-03-15,395,391,12
수서역북,568,2023-03-15,757,747,12
구파발역,399,2023-03-15,715,671,15
복정역,362,2023-03-15,380,376,15
