주차장명,주차면수,연월일,입차대수,출차대수,피크시간
천왕역,328,2022-09-08,365,379,13
개화역,483,2022-09-08,314,309,12
마포유수지,503,2022-09-08,744,818,13
세종로,1260,2022-09-08,592,601,11
신대방역,60,2022-09-08,174,166,19
동대문,1092,2022-09-08,766,1559,1
천호역,1432,2022-09-08,1963,2012,12
용산주차빌딩,561,2022-09-08,275,310,12
신천유수지,192,2022-09-08,223,233,10
신방화역,199,2022-09-08,222,234,12
훈련원공원,873,2022-09-08,833,874,13
가양라이품,38,2022-09-08,34,34,14
남산예장,40,2022-09-08,132,132,11
장안1동,74,2022-09-08,58,71,7
신월4동,46,2022-09-08,17,15,16
암사1동,99,2022-09-08,100,101,5
장안2동,80,2022-09-08,49,50,23
웃우물,79,2022-09-08,58,67,23
잠실역,346,2022-09-09,665,679,16
구로디지털단지역,92,2022-09-09,142,144,19
개화산역,321,2022-09-09,186,170,18
수서역북,568,2022-09-09,197,212,4
수서역남,69,2022-09-09,36,42,12
복정역,362,2022-09-09,167,262,19
한강진역,176,2022-09-09,510,511,19
서울글로벌센터,38,2022-09-09,2,1,23
구파발역,399,2022-09-09,270,284,17
신설동,79,2022-09-09,214,215,15
영등포구청역,137,2022-09-09,59,64,6
적선노외,30,2022-09-09,142,135,17
도봉산역,364,2022-09-09,221,221,14
학여울역,180,2022-09-09,40,52,7
사당노외,183,2022-09-09,187,221,1
종묘,1617,2022-09-09,1338,1377,15
천왕역,328,2022-09-09,135,141,17
개화역,483,2022-09-09,73,52,18
마포유수지,503,2022-09-09,338,355,14
세종로,1260,2022-09-09,1011,1028,15
신대방역,60,2022-09-09,156,148,18
동대문,1092,2022-09-09,179,274,1
천호역,1432,2022-09-09,955,1045,1
용산주차빌딩,561,2022-09-09,44,58,1
신천유수지,192,2022-09-09,67,71,22
신방화역,199,2022-09-09,155,164,13
훈련원공원,873,2022-09-09,114,130,12
가양라이품,38,2022-09-09,7,8,21
남산예장,40,2022-09-09,123,121,9
장안1동,74,2022-09-09,51,52,4
신월4동,46,2022-09-09,6,9,9
암사1동,99,2022-09-09,76,78,20
장안2동,80,2022-09-09,27,38,23
웃우물,79,2022-09-09,29,30,23
잠실역,346,2022-09-10,531,542,15
구로디지털단지역,92,2022-09-10,124,155,22
개화산역,321,2022-09-10,179,156,16
수서역북,568,2022-09-10,194,176,0
수서역남,69,2022-09-10,31,30,17
복정역,362,2022-09-10,561,659,18
한강진역,176,2022-09-10,446,495,18
서울글로벌센터,38,2022-09-10,3,3,23
구파발역,399,2022-09-10,177,189,14
신설동,79,2022-09-10,150,150,15
영등포구청역,137,2022-09-10,38,30,23
적선노외,30,2022-09-10,100,101,19
도봉산역,364,2022-09-10,154,156,14
학여울역,180,2022-09-10,30,28,6
사당노외,183,2022-09-10,159,162,20
종묘,1617,2022-09-10,918,937,15
천왕역,328,2022-09-10,72,73,6
개화역,483,2022-09-10,61,52,15
마포유수지,503,2022-09-10,160,169,19
세종로,1260,2022-09-10,1398,1407,15
신대방역,60,2022-09-10,162,188,19
동대문,1092,2022-09-10,108,114,16
천호역,1432,2022-09-10,664,697,20
용산주차빌딩,561,2022-09-10,24,26,10
신천유수지,192,2022-09-10,54,58,16
신방화역,199,2022-09-10,78,75,22
훈련원공원,873,2022-09-10,72,69,22
가양라이품,38,2022-09-10,4,5,19
남산예장,40,2022-09-10,111,111,7
장안1동,74,2022-09-10,42,51,6
신월4동,46,2022-09-10,8,9,7
암사1동,99,2022-09-10,90,79,0
장안2동,80,2022-09-10,23,25,23
웃우물,79,2022-09-10,23,22,23
잠실역,346,2022-09-11,803,798,16
구로디지털단지역,92,2022-09-11,153,164,17
개화산역,321,2022-09-11,152,173,12
수서역북,568,2022-09-11,184,205,4
수서역남,69,2022-09-11,36,44,15
복정역,362,2022-09-11,347,341,12
한강진역,176,2022-09-11,540,554,17
서울글로벌센터,38,2022-09-11,2,1,23
구파발역,399,2022-09-11,282,283,16
신설동,79,2022-09-11,197,199,14
영등포구청역,137,2022-09-11,56,42,21
적선노외,30,2022-09-11,41,42,20
도봉산역,364,2022-09-11,295,291,13
학여울역,180,2022-09-11,40,34,21
사당노외,183,2022-09-11,197,187,21
종묘,1617,2022-09-11,1042,1035,16
천왕역,328,2022-09-11,99,94,18
개화역,483,2022-09-11,53,68,16
마포유수지,503,2022-09-11,271,256,19
세종로,1260,2022-09-11,1454,1465,15
신대방역,60,2022-09-11,168,163,18
동대문,1092,2022-09-11,279,273,13
천호역,1432,2022-09-11,984,912,20
용산주차빌딩,561,2022-09-11,35,30,23
신천유수지,192,2022-09-11,62,60,10
신방화역,199,2022-09-11,105,105,11
훈련원공원,873,2022-09-11,87,85,22
가양라이품,38,2022-09-11,4,4,17
남산예장,40,2022-09-11,113,111,11
장안1동,74,2022-09-11,42,34,21
신월4동,46,2022-09-11,3,4,9
암사1동,99,2022-09-11,79,79,4
장안2동,80,2022-09-11,24,17,23
웃우물,79,2022-09-11,20,18,23
잠실역,346,2022-09-12,803,807,16
구로디지털단지역,92,2022-09-12,161,176,19
개화산역,321,2022-09-12,183,203,8
수서역북,568,2022-09-12,196,204,4
수서역남,69,2022-09-12,56,75,21
복정역,362,2022-09-12,163,175,17
한강진역,176,2022-09-12,552,564,17
서울글로벌센터,38,2022-09-12,0,1,7
구파발역,399,2022-09-12,286,293,14
신설동,79,2022-09-12,204,197,14
영등포구청역,137,2022-09-12,62,60,6
적선노외,30,2022-09-12,57,61,17
도봉산역,364,2022-09-12,327,333,14
학여울역,180,2022-09-12,45,41,0
사당노외,183,2022-09-12,248,259,16
종묘,1617,2022-09-12,1171,1156,15
천왕역,328,2022-09-12,155,156,13
개화역,483,2022-09-12,66,85,13
마포유수지,503,2022-09-12,451,460,13
세종로,1260,2022-09-12,1083,1090,15
신대방역,60,2022-09-12,129,149,16
동대문,1092,2022-09-12,704,289,0
천호역,1432,2022-09-12,1178,1155,18
용산주차빌딩,561,2022-09-12,40,31,23
신천유수지,192,2022-09-12,85,85,16
신방화역,199,2022-09-12,142,145,10
훈련원공원,873,2022-09-12,159,143,16
가양라이품,38,2022-09-12,0,2,14
남산예장,40,2022-09-12,133,133,12
장안1동,74,2022-09-12,46,58,23
신월4동,46,2022-09-12,17,12,20
암사1동,99,2022-09-12,62,56,6
장안2동,80,2022-09-12,37,33,23
웃우물,79,2022-09-12,29,24,23
잠실역,346,2022-09-13,589,581,15
구로디지털단지역,92,2022-09-13,169,165,20
개화산역,321,2022-09-13,337,362,13
수서역북,568,2022-09-13,558,554,12
수서역남,69,2022-09-13,83,99,13
복정역,362,2022-09-13,390,392,13
한강진역,176,2022-09-13,425,423,15
서울글로벌센터,38,2022-09-13,71,71,14
구파발역,399,2022-09-13,651,647,13
신설동,79,2022-09-13,169,165,11
영등포구청역,137,2022-09-13,241,226,11
적선노외,30,2022-09-13,117,157,21
도봉산역,364,2022-09-13,446,444,13
학여울역,180,2022-09-13,116,110,13
사당노외,183,2022-09-13,382,371,20
종묘,1617,2022-09-13,1568,1536,13
천왕역,328,2022-09-13,376,365,13
개화역,483,2022-09-13,328,325,14
마포유수지,503,2022-09-13,725,703,13
세종로,1260,2022-09-13,639,631,13
신대방역,60,2022-09-13,118,128,15
동대문,1092,2022-09-13,1739,1229,0
천호역,1432,2022-09-13,1747,1728,12
용산주차빌딩,561,2022-09-13,435,408,12
신천유수지,192,2022-09-13,215,220,12
신방화역,199,2022-09-13,214,197,14
훈련원공원,873,2022-09-13,944,920,13
가양라이품,38,2022-09-13,42,42,17
남산예장,40,2022-09-13,134,134,12
장안1동,74,2022-09-13,71,100,13
신월4동,46,2022-09-13,14,13,14
암사1동,99,2022-09-13,65,74,5
장안2동,80,2022-09-13,58,55,23
웃우물,79,2022-09-13,53,47,23
잠실역,346,2022-09-14,609,613,14
구로디지털단지역,92,2022-09-14,136,150,19
개화산역,321,2022-09-14,359,353,12
수서역북,568,2022-09-14,651,644,12
수서역남,69,2022-09-14,75,107,16
복정역,362,2022-09-14,414,407,16
한강진역,176,2022-09-14,402,403,14
서울글로벌센터,38,2022-09-14,72,75,13
구파발역,399,2022-09-14,667,665,12
신설동,79,2022-09-14,239,239,14
영등포구청역,137,2022-09-14,178,179,11
적선노외,30,2022-09-14,108,125,21
도봉산역,364,2022-09-14,455,448,13
학여울역,180,2022-09-14,123,125,13
사당노외,183,2022-09-14,426,417,20
종묘,1617,2022-09-14,1524,1524,14
천왕역,328,2022-09-14,401,401,13
개화역,483,2022-09-14,365,354,13
마포유수지,503,2022-09-14,774,789,13
세종로,1260,2022-09-14,607,604,13
신대방역,60,2022-09-14,168,168,19
동대문,1092,2022-09-14,1802,1851,1
천호역,1432,2022-09-14,1790,1763,13
용산주차빌딩,561,2022-09-14,428,435,17
신천유수지,192,2022-09-14,245,243,14
신방화역,199,2022-09-14,205,212,13
훈련원공원,873,2022-09-14,1039,1035,13
가양라이품,38,2022-09-14,44,40,17
남산예장,40,2022-09-14,138,137,11
장안1동,74,2022-09-14,67,68,6
신월4동,46,2022-09-14,14,14,13
암사1동,99,2022-09-14,89,84,6
장안2동,80,2022-09-14,65,65,23
웃우물,79,2022-09-14,50,56,23
잠실역,346,2022-09-15,598,597,13
구로디지털단지역,92,2022-09-15,185,177,20
개화산역,321,2022-09-15,364,397,13
수서역북,568,2022-09-15,634,643,13
수서역남,69,2022-09-15,90,103,13
복정역,362,2022-09-15,400,405,15
한강진역,176,2022-09-15,444,448,15
서울글로벌센터,38,2022-09-15,70,73,14
구파발역,399,2022-09-15,789,546,16
신설동,79,2022-09-15,224,237,12
영등포구청역,137,2022-09-15,216,209,13
적선노외,30,2022-09-15,117,129,21
도봉산역,364,2022-09-15,447,448,13
학여울역,180,2022-09-15,120,114,17
사당노외,183,2022-09-15,433,438,20
종묘,1617,2022-09-15,1496,1496,13
천왕역,328,2022-09-15,400,404,13
개화역,483,2022-09-15,368,357,12
마포유수지,503,2022-09-15,840,848,12
세종로,1260,2022-09-15,647,659,13
신대방역,60,2022-09-15,183,182,13
동대문,1092,2022-09-15,1780,1799,0
천호역,1432,2022-09-15,1778,1795,11
용산주차빌딩,561,2022-09-15,417,413,13
신천유수지,192,2022-09-15,221,230,12
신방화역,199,2022-09-15,204,195,13
훈련원공원,873,2022-09-15,953,959,13
가양라이품,38,2022-09-15,41,42,14
남산예장,40,2022-09-15,140,140,18
장안1동,74,2022-09-15,83,75,0
신월4동,46,2022-09-15,14,12,17
암사1동,99,2022-09-15,87,83,0
장안2동,80,2022-09-15,60,60,23
웃우물,79,2022-09-15,52,47,23
잠실역,346,2022-09-16,597,599,12
구로디지털단지역,92,2022-09-16,230,218,21
개화산역,321,2022-09-16,354,351,11
수서역북,568,2022-09-16,606,625,11
수서역남,69,2022-09-16,81,98,13
복정역,362,2022-09-16,439,443,13
한강진역,176,2022-09-16,444,440,15
서울글로벌센터,38,2022-09-16,76,83,15
구파발역,399,2022-09-16,881,564,12
신설동,79,2022-09-16,230,231,14
영등포구청역,137,2022-09-16,223,222,14
적선노외,30,2022-09-16,98,111,18
도봉산역,364,2022-09-16,450,473,12
학여울역,180,2022-09-16,162,173,12
사당노외,183,2022-09-16,480,475,20
종묘,1617,2022-09-16,1573,1599,13
천왕역,328,2022-09-16,438,430,13
개화역,483,2022-09-16,358,366,11
마포유수지,503,2022-09-16,814,842,20
세종로,1260,2022-09-16,726,753,13
신대방역,60,2022-09-16,180,193,17
동대문,1092,2022-09-16,818,1641,1
천호역,1432,2022-09-16,1910,1918,12
용산주차빌딩,561,2022-09-16,398,416,14
신천유수지,192,2022-09-16,222,233,12
신방화역,199,2022-09-16,184,203,17
훈련원공원,873,2022-09-16,913,927,13
가양라이품,38,2022-09-16,42,43,14
남산예장,40,2022-09-16,136,135,21
장안1동,74,2022-09-16,66,84,2
신월4동,46,2022-09-16,18,19,17
암사1동,99,2022-09-16,81,75,23
장안2동,80,2022-09-16,61,62,23
웃우물,79,2022-09-16,47,50,23
잠실역,346,2022-09-17,865,876,14
구로디지털단지역,92,2022-09-17,249,244,20
개화산역,321,2022-09-17,176,185,12
수서역북,568,2022-09-17,301,336,12
수서역남,69,2022-09-17,69,73,12
복정역,362,2022-09-17,207,226,16
한강진역,176,2022-09-17,516,518,18
서울글로벌센터,38,2022-09-17,1,1,16
구파발역,399,2022-09-17,409,436,12
신설동,79,2022-09-17,253,254,16
영등포구청역,137,2022-09-17,131,133,15
적선노외,30,2022-09-17,94,121,16
도봉산역,364,2022-09-17,325,335,14
학여울역,180,2022-09-17,430,444,15
사당노외,183,2022-09-17,461,464,20
종묘,1617,2022-09-17,1569,1607,15
천왕역,328,2022-09-17,206,231,13
개화역,483,2022-09-17,153,163,16
마포유수지,503,2022-09-17,572,599,20
세종로,1260,2022-09-17,839,841,17
신대방역,60,2022-09-17,202,193,21
동대문,1092,2022-09-17,346,413,15
천호역,1432,2022-09-17,1872,1923,13
용산주차빌딩,561,2022-09-17,108,118,17
신천유수지,192,2022-09-17,143,155,17
신방화역,199,2022-09-17,158,167,12
훈련원공원,873,2022-09-17,345,366,13
가양라이품,38,2022-09-17,39,42,17
남산예장,40,2022-09-17,140,137,12
장안1동,74,2022-09-17,55,56,7
신월4동,46,2022-09-17,13,16,8
암사1동,99,2022-09-17,77,80,4
장안2동,80,2022-09-17,52,55,23
웃우물,79,2022-09-17,39,41,23
잠실역,346,2022-09-18,742,754,12
구로디지털단지역,92,2022-09-18,182,196,16
개화산역,321,2022-09-18,120,128,19
수서역북,568,2022-09-18,223,215,0
수서역남,69,2022-09-18,50,86,18
복정역,362,2022-09-18,454,456,12
한강진역,176,2022-09-18,535,559,18
서울글로벌센터,38,2022-09-18,1,0,23
구파발역,399,2022-09-18,265,263,14
신설동,79,2022-09-18,266,262,15
영등포구청역,137,2022-09-18,81,64,18
적선노외,30,2022-09-18,64,65,15
도봉산역,364,2022-09-18,316,330,14
학여울역,180,2022-09-18,448,450,16
사당노외,183,2022-09-18,345,359,18
종묘,1617,2022-09-18,1004,1026,15
천왕역,328,2022-09-18,156,156,13
개화역,483,2022-09-18,78,90,16
마포유수지,503,2022-09-18,323,332,19
세종로,1260,2022-09-18,882,899,15
신대방역,60,2022-09-18,142,158,15
동대문,1092,2022-09-18,1325,578,0
천호역,1432,2022-09-18,1227,1250,18
용산주차빌딩,561,2022-09-18,37,35,23
신천유수지,192,2022-09-18,118,120,17
신방화역,199,2022-09-18,130,132,18
훈련원공원,873,2022-09-18,180,178,16
가양라이품,38,2022-09-18,8,6,11
남산예장,40,2022-09-18,138,137,18
장안1동,74,2022-09-18,60,54,8
신월4동,46,2022-09-18,10,6,0
암사1동,99,2022-09-18,81,70,23
장안2동,80,2022-09-18,27,25,23
웃우물,79,2022-09-18,28,27,23
잠실역,346,2022-09-19,579,569,14
구로디지털단지역,92,2022-09-19,200,197,20
개화산역,321,2022-09-19,354,356,16
수서역북,568,2022-09-19,669,659,12
수서역남,69,2022-09-19,94,112,15
복정역,362,2022-09-19,402,402,14
한강진역,176,2022-09-19,322,322,13
서울글로벌센터,38,2022-09-19,76,79,13
구파발역,399,2022-09-19,552,541,15
신설동,79,2022-09-19,195,198,15
영등포구청역,137,2022-09-19,228,226,14
적선노외,30,2022-09-19,96,97,21
도봉산역,364,2022-09-19,451,447,13
학여울역,180,2022-09-19,140,138,13
사당노외,183,2022-09-19,429,426,20
종묘,1617,2022-09-19,1580,1545,15
천왕역,328,2022-09-19,419,410,13
개화역,483,2022-09-19,368,373,16
마포유수지,503,2022-09-19,801,789,19
세종로,1260,2022-09-19,638,610,15
신대방역,60,2022-09-19,152,159,13
동대문,1092,2022-09-19,1973,1769,0
천호역,1432,2022-09-19,1702,1678,11
용산주차빌딩,561,2022-09-19,425,415,17
신천유수지,192,2022-09-19,232,235,12
신방화역,199,2022-09-19,201,188,13
훈련원공원,873,2022-09-19,982,955,13
가양라이품,38,2022-09-19,41,39,13
남산예장,40,2022-09-19,133,134,12
장안1동,74,2022-09-19,61,64,6
신월4동,46,2022-09-19,16,16,13
암사1동,99,2022-09-19,76,43,13
장안2동,80,2022-09-19,62,62,23
웃우물,79,2022-09-19,55,53,23
잠실역,346,2022-09-20,636,624,13
구로디지털단지역,92,2022-09-20,183,195,20
개화산역,321,2022-09-20,394,380,12
수서역북,568,2022-09-20,619,617,10
수서역남,69,2022-09-20,99,114,16
복정역,362,2022-09-20,364,382,15
한강진역,176,2022-09-20,400,397,13
서울글로벌센터,38,2022-09-20,66,70,11
구파발역,399,2022-09-20,413,617,16
신설동,79,2022-09-20,144,144,12
영등포구청역,137,2022-09-20,238,241,12
적선노외,30,2022-09-20,103,99,22
도봉산역,364,2022-09-20,435,443,13
학여울역,180,2022-09-20,125,124,13
사당노외,183,2022-09-20,439,442,20
종묘,1617,2022-09-20,1533,1525,14
천왕역,328,2022-09-20,409,406,12
개화역,483,2022-09-20,379,377,15
마포유수지,503,2022-09-20,815,816,19
세종로,1260,2022-09-20,712,727,16
신대방역,60,2022-09-20,162,167,20
동대문,1092,2022-09-20,1766,1893,1
천호역,1432,2022-09-20,1717,1707,13
용산주차빌딩,561,2022-09-20,432,425,16
신천유수지,192,2022-09-20,243,246,14
신방화역,199,2022-09-20,204,207,12
훈련원공원,873,2022-09-20,997,998,13
가양라이품,38,2022-09-20,33,34,17
남산예장,40,2022-09-20,143,143,11
장안1동,74,2022-09-20,70,77,6
신월4동,46,2022-09-20,15,16,17
암사1동,99,2022-09-20,81,78,5
장안2동,80,2022-09-20,60,60,23
웃우물,79,2022-09-20,53,49,23
구로디지털단지역,92,2022-09-21,159,173,21
암사1동,99,2022-09-21,77,75,0
서울글로벌센터,38,2022-09-21,67,70,16
개화역,483,2022-09-21,378,373,14
신천유수지,192,2022-09-21,222,223,13
신설동,79,2022-09-21,232,239,15
웃우물,79,2022-09-21,50,52,23
한강진역,176,2022-09-21,452,461,16
천호역,1432,2022-09-21,1714,1745,12
학여울역,180,2022-09-21,116,122,13
영등포구청역,137,2022-09-21,200,201,13
도봉산역,364,2022-09-21,436,451,12
개화산역,321,2022-09-21,359,367,11
동대문,1092,2022-09-21,1761,1744,0
훈련원공원,873,2022-09-21,950,958,13
남산예장,40,2022-09-21,137,137,17
마포유수지,503,2022-09-21,777,794,19
신월4동,46,2022-09-21,13,12,17
가양라이품,38,2022-09-21,34,34,15
세종로,1260,2022-09-21,731,736,14
천왕역,328,2022-09-21,396,396,15
수서역북,568,2022-09-21,680,689,12
장안1동,74,2022-09-21,65,62,9
잠실역,346,2022-09-21,630,644,15
신대방역,60,2022-09-21,170,174,14
장안2동,80,2022-09-21,56,58,23
사당노외,183,2022-09-21,450,466,21
용산주차빌딩,561,2022-09-21,417,417,14
복정역,362,2022-09-21,442,443,13
수서역남,69,2022-09-21,101,125,13
구파발역,399,2022-09-21,611,596,12
적선노외,30,2022-09-21,121,139,20
신방화역,199,2022-09-21,207,204,10
종묘,1617,2022-09-21,1548,1579,13
잠실역,346,2022-09-22,631,625,13
구로디지털단지역,92,2022-09-22,163,160,20
개화산역,321,2022-09-22,358,351,16
수서역북,568,2022-09-22,632,647,16
수서역남,69,2022-09-22,105,136,14
복정역,362,2022-09-22,403,406,14
한강진역,176,2022-09-22,424,440,14
서울글로벌센터,38,2022-09-22,59,61,14
구파발역,399,2022-09-22,595,574,15
신설동,79,2022-09-22,245,255,12
영등포구청역,137,2022-09-22,180,171,14
적선노외,30,2022-09-22,130,147,20
도봉산역,364,2022-09-22,474,470,14
학여울역,180,2022-09-22,118,122,13
사당노외,183,2022-09-22,458,444,20
종묘,1617,2022-09-22,1540,1549,13
천왕역,328,2022-09-22,410,413,13
개화역,483,2022-09-22,350,346,13
마포유수지,503,2022-09-22,814,840,19
세종로,1260,2022-09-22,882,887,20
신대방역,60,2022-09-22,144,137,19
동대문,1092,2022-09-22,1804,1827,0
천호역,1432,2022-09-22,1711,1721,11
용산주차빌딩,561,2022-09-22,409,411,16
신천유수지,192,2022-09-22,252,265,12
신방화역,199,2022-09-22,181,192,14
훈련원공원,873,2022-09-22,1009,1009,13
가양라이품,38,2022-09-22,35,38,15
남산예장,40,2022-09-22,134,134,12
장안1동,74,2022-09-22,68,70,5
신월4동,46,2022-09-22,18,19,13
암사1동,99,2022-09-22,78,80,1
장안2동,80,2022-09-22,53,54,23
웃우물,79,2022-09-22,54,52,23
잠실역,346,2022-09-23,656,667,14
구로디지털단지역,92,2022-09-23,188,188,19
개화산역,321,2022-09-23,322,334,13
수서역북,568,2022-09-23,580,606,12
수서역남,69,2022-09-23,74,88,10
복정역,362,2022-09-23,401,412,14
한강진역,176,2022-09-23,498,495,16
서울글로벌센터,38,2022-09-23,80,79,10
구파발역,399,2022-09-23,675,650,12
신설동,79,2022-09-23,232,235,15
영등포구청역,137,2022-09-23,206,206,12
적선노외,30,2022-09-23,81,96,20
도봉산역,364,2022-09-23,465,498,12
학여울역,180,2022-09-23,121,125,13
사당노외,183,2022-09-23,519,509,21
종묘,1617,2022-09-23,1639,1657,15
천왕역,328,2022-09-23,397,391,15
개화역,483,2022-09-23,350,337,11
마포유수지,503,2022-09-23,828,842,19
세종로,1260,2022-09-23,781,796,20
신대방역,60,2022-09-23,170,170,21
동대문,1092,2022-09-23,904,1716,1
천호역,1432,2022-09-23,1884,1865,15
용산주차빌딩,561,2022-09-23,390,417,14
신천유수지,192,2022-09-23,232,245,12
신방화역,199,2022-09-23,196,202,13
훈련원공원,873,2022-09-23,963,1002,13
가양라이품,38,2022-09-23,29,28,12
남산예장,40,2022-09-23,129,129,18
장안1동,74,2022-09-23,66,70,16
신월4동,46,2022-09-23,20,16,11
암사1동,99,2022-09-23,75,75,4
장안2동,80,2022-09-23,52,52,23
웃우물,79,2022-09-23,51,57,23
잠실역,346,2022-09-24,942,949,14
구로디지털단지역,92,2022-09-24,200,199,18
개화산역,321,2022-09-24,175,176,16
수서역북,568,2022-09-24,301,320,13
수서역남,69,2022-09-24,63,72,10
복정역,362,2022-09-24,237,258,15
한강진역,176,2022-09-24,570,564,19
서울글로벌센터,38,2022-09-24,0,6,1
구파발역,399,2022-09-24,480,466,13
신설동,79,2022-09-24,225,233,15
영등포구청역,137,2022-09-24,85,87,11
적선노외,30,2022-09-24,78,102,16
도봉산역,364,2022-09-24,488,501,12
학여울역,180,2022-09-24,182,193,11
사당노외,183,2022-09-24,552,553,21
종묘,1617,2022-09-24,1589,1627,15
천왕역,328,2022-09-24,184,195,13
개화역,483,2022-09-24,175,191,13
마포유수지,503,2022-09-24,649,681,19
세종로,1260,2022-09-24,1138,1154,17
신대방역,60,2022-09-24,223,229,22
동대문,1092,2022-09-24,399,476,14
천호역,1432,2022-09-24,1969,1996,13
용산주차빌딩,561,2022-09-24,112,119,17
신천유수지,192,2022-09-24,135,143,17
신방화역,199,2022-09-24,149,155,12
훈련원공원,873,2022-09-24,357,371,13
가양라이품,38,2022-09-24,14,14,16
남산예장,40,2022-09-24,145,145,12
장안1동,74,2022-09-24,52,56,5
신월4동,46,2022-09-24,11,12,10
암사1동,99,2022-09-24,94,92,13
장안2동,80,2022-09-24,38,44,23
웃우물,79,2022-09-24,50,51,23
잠실역,346,2022-09-25,854,867,14
구로디지털단지역,92,2022-09-25,171,200,19
개화산역,321,2022-09-25,115,127,13
수서역북,568,2022-09-25,214,198,0
수서역남,69,2022-09-25,49,68,16
복정역,362,2022-09-25,418,422,12
한강진역,176,2022-09-25,555,584,18
서울글로벌센터,38,2022-09-25,0,0,23
구파발역,399,2022-09-25,282,279,15
신설동,79,2022-09-25,244,237,15
영등포구청역,137,2022-09-25,69,55,12
적선노외,30,2022-09-25,74,82,21
도봉산역,364,2022-09-25,401,409,13
학여울역,180,2022-09-25,178,173,12
사당노외,183,2022-09-25,385,418,19
종묘,1617,2022-09-25,1188,1215,15
천왕역,328,2022-09-25,141,149,12
개화역,483,2022-09-25,71,84,16
마포유수지,503,2022-09-25,347,366,19
세종로,1260,2022-09-25,1227,1243,17
신대방역,60,2022-09-25,153,164,14
동대문,1092,2022-09-25,1331,555,0
천호역,1432,2022-09-25,1632,1690,13
용산주차빌딩,561,2022-09-25,43,43,5
신천유수지,192,2022-09-25,105,108,10
신방화역,199,2022-09-25,134,129,17
훈련원공원,873,2022-09-25,217,203,14
가양라이품,38,2022-09-25,13,16,16
남산예장,40,2022-09-25,136,136,12
장안1동,74,2022-09-25,59,47,0
신월4동,46,2022-09-25,17,8,19
암사1동,99,2022-09-25,89,78,12
장안2동,80,2022-09-25,33,25,23
웃우물,79,2022-09-25,36,31,23
잠실역,346,2022-09-26,561,559,14
구로디지털단지역,92,2022-09-26,161,155,19
개화산역,321,2022-09-26,346,347,16
수서역북,568,2022-09-26,612,591,12
수서역남,69,2022-09-26,83,93,13
복정역,362,2022-09-26,396,378,13
한강진역,176,2022-09-26,315,301,14
서울글로벌센터,38,2022-09-26,72,79,15
구파발역,399,2022-09-26,644,593,14
신설동,79,2022-09-26,218,217,12
영등포구청역,137,2022-09-26,186,181,17
적선노외,30,2022-09-26,113,114,7
도봉산역,364,2022-09-26,462,467,14
학여울역,180,2022-09-26,133,129,16
사당노외,183,2022-09-26,414,419,19
종묘,1617,2022-09-26,1628,1589,13
천왕역,328,2022-09-26,432,414,13
개화역,483,2022-09-26,359,356,13
마포유수지,503,2022-09-26,816,801,18
세종로,1260,2022-09-26,662,642,13
신대방역,60,2022-09-26,164,171,16
동대문,1092,2022-09-26,1968,1799,0
천호역,1432,2022-09-26,1761,1740,12
용산주차빌딩,561,2022-09-26,431,413,13
신천유수지,192,2022-09-26,235,230,15
신방화역,199,2022-09-26,209,214,11
훈련원공원,873,2022-09-26,966,935,13
가양라이품,38,2022-09-26,46,44,12
남산예장,40,2022-09-26,138,138,12
장안1동,74,2022-09-26,65,72,7
신월4동,46,2022-09-26,21,30,8
암사1동,99,2022-09-26,79,78,3
장안2동,80,2022-09-26,61,57,23
웃우물,79,2022-09-26,51,52,23
잠실역,346,2022-09-27,619,616,14
구로디지털단지역,92,2022-09-27,184,190,19
개화산역,321,2022-09-27,354,356,12
수서역북,568,2022-09-27,619,640,10
수서역남,69,2022-09-27,105,130,12
복정역,362,2022-09-27,397,398,14
한강진역,176,2022-09-27,351,364,14
서울글로벌센터,38,2022-09-27,79,82,16
구파발역,399,2022-09-27,682,650,13
신설동,79,2022-09-27,163,164,13
영등포구청역,137,2022-09-27,200,207,12
적선노외,30,2022-09-27,132,165,21
도봉산역,364,2022-09-27,449,457,12
학여울역,180,2022-09-27,114,118,12
사당노외,183,2022-09-27,479,469,20
종묘,1617,2022-09-27,1566,1565,13
천왕역,328,2022-09-27,418,420,13
개화역,483,2022-09-27,387,389,13
마포유수지,503,2022-09-27,859,861,20
세종로,1260,2022-09-27,721,730,13
신대방역,60,2022-09-27,153,147,22
동대문,1092,2022-09-27,1762,1888,1
천호역,1432,2022-09-27,1685,1670,13
용산주차빌딩,561,2022-09-27,397,406,14
신천유수지,192,2022-09-27,234,249,13
신방화역,199,2022-09-27,199,201,11
훈련원공원,873,2022-09-27,961,954,13
가양라이품,38,2022-09-27,36,37,17
남산예장,40,2022-09-27,135,135,11
장안1동,74,2022-09-27,76,74,15
신월4동,46,2022-09-27,16,17,12
암사1동,99,2022-09-27,72,77,5
장안2동,80,2022-09-27,63,63,23
웃우물,79,2022-09-27,49,47,23
잠실역,346,2022-09-28,592,595,13
구로디지털단지역,92,2022-09-28,182,166,20
개화산역,321,2022-09-28,358,355,13
수서역북,568,2022-09-28,640,630,16
수서역남,69,2022-09-28,80,96,13
복정역,362,2022-09-28,396,409,15
한강진역,176,2022-09-28,435,452,14
서울글로벌센터,38,2022-09-28,70,75,13
구파발역,399,2022-09-28,660,623,13
신설동,79,2022-09-28,233,237,15
영등포구청역,137,2022-09-28,194,192,12
적선노외,30,2022-09-28,99,107,19
