address,pkca,pkdiv,pkpart
울산광역시 울주군 상북면 양등리 210,노외,공영,594
울산광역시 울주군 두서면 전읍리 352,노외,공영,170
울산광역시 울주군 온산읍 화산리 1005-1,노외,공영,23
,노외,공영,232
울산광역시 울주군 두동면 봉계리 510-21,노외,공영,4
울산광역시 울주군 서생면 서생리 150,노외,공영,405
울산광역시 울주군 범서읍 구영리 216-3,노외,공영,24
강원도 철원군 갈말읍 신철원리 718,노외,공영,109
강원도 철원군 갈말읍 신철원리 600-19,노외,공영,57
강원도 철원군 갈말읍 문혜리 1105-23,노외,공영,17
강원도 철원군 갈말읍 지포리 33,노외,공영,63
강원도 철원군 갈말읍 문혜리 895-10,노외,공영,39
강원도 철원군 갈말읍 신철원리 563-62,노외,공영,11
강원도 철원군 동송읍 이평리 680-2,노외,공영,20
경상북도 칠곡군 왜관읍 왜관리 216-1,노외,공영,154
경상북도 칠곡군 왜관읍 왜관리 216-13,노외,공영,170
경상북도 칠곡군 왜관읍 왜관리 775-9,노외,공영,45
경상북도 칠곡군 왜관읍 왜관리 216-9,노외,공영,85
경상북도 칠곡군 왜관읍 왜관리 1356-49,노외,공영,45
경상북도 칠곡군 왜관읍 왜관리 591,노외,공영,44
충청남도 공주시 신관동 241-9,노외,공영,118
충청남도 공주시 신관동 639-1,노외,공영,27
강원도 철원군 철원읍 화지리 1023,노외,공영,23
강원도 철원군 철원읍 화지리 525-7,노외,공영,29
강원도 철원군 철원읍 화지리 35-20,노외,공영,30
강원도 철원군 철원읍 화지리 30-21,노외,공영,18
강원도 철원군 철원읍 화지리 69-9,노외,공영,43
강원도 철원군 철원읍 화지리 52,노외,공영,14
강원도 철원군 철원읍 화지리 28-58,노외,공영,18
강원도 철원군 갈말읍 신철원리 648-2,노외,공영,52
인천광역시 남동구 구월동 1408-2,노외,공영,779
인천광역시 계양구 계산동 1060,노외,공영,202
인천광역시 계양구 계산동 1075,노외,공영,161
인천광역시 계양구 작전동 903,노외,공영,142
경상북도 의성군 안계면 용기리 466-2,노외,공영,92
경상북도 의성군 안계면 용기리 858-3,노외,공영,8
경기도 이천시 관고동 15-17,노상,공영,20
경기도 이천시 중리동 20-4,노상,공영,24
경기도 이천시 중리동 21-1,노상,공영,21
경기도 김포시 대곶면 율생리 520,노외,공영,86
경기도 김포시 고촌읍 신곡리 1109,노외,공영,34
경기도 김포시 사우동 920,노외,공영,94
경기도 김포시 사우동 1079-1,노외,공영,163
"경기도 김포시 북변동 758, 759 (서초등학교 앞)",노외,공영,70
경기도 김포시 북변동 278-1,노외,공영,157
경기도 김포시 고촌읍 신곡리 532-87,노외,공영,58
경상남도 거제시 고현동 104-2,부설,공영,272
경기도 파주시 아동동 215-1,노외,공영,382
경기도 파주시 금촌동 329-285,노외,공영,10
,노외,공영,33
경기도 파주시 금촌동 987-1,노외,공영,318
경기도 파주시 금촌동 990-5,노외,공영,60
,노외,공영,16
,노외,공영,15
,노외,공영,24
,노외,공영,140
,노외,공영,40
,노외,공영,20
,노외,공영,15
,노외,공영,13
경기도 가평군 가평읍 읍내리 464-5,노상,공영,12
경기도 가평군 가평읍 읍내리 618-5,노상,공영,10
경기도 가평군 청평면 청평리 440-1,노상,공영,17
경기도 가평군 청평면 청평리 432-11,노상,공영,17
강원도 동해시 천곡동 1090-19,노상,공영,10
강원도 동해시 천곡동 1070,노상,공영,10
강원도 동해시 천곡동 1091,노상,공영,20
강원도 동해시 천곡동 1091,노상,공영,21
강원도 동해시 천곡동 1091,노상,공영,65
강원도 동해시 천곡동 1091,노상,공영,35
강원도 동해시 천곡동 1091,노상,공영,34
강원도 동해시 천곡동 1090-19,노상,공영,8
경기도 김포시 고촌읍 전호리 755,노상,공영,319
경기도 김포시 고촌읍 전호리 647,노상,공영,270
경기도 김포시 양촌읍 양곡리 1519,노상,공영,15
경기도 김포시 사우동 380-9,노상,공영,15
경기도 김포시 하성면 석탄리 530-15(하성입구),노외,공영,95
경기도 김포시 고촌읍 신곡리 1107,노외,공영,165
경기도 김포시 고촌읍 신곡리 1287,노외,공영,9
경상북도 안동시 운안동 479-6,노상,공영,20
경상북도 안동시 송현동 295 송현주공2차아파트 남쪽,노상,공영,8
경상북도 안동시 당북동 370-5,노상,공영,30
경상북도 안동시 안흥동 370-23,노상,공영,13
경기도 광주시 경안동 103-5,노외,공영,229
경상남도 산청군 산청읍 산청리 166-9,노상,공영,10
경상남도 산청군 산청읍 산청리 196-1,노상,공영,10
경상남도 산청군 산청읍 옥산리 161-2,노상,공영,10
경상남도 산청군 산청읍 옥산리 161-2,노상,공영,10
경상남도 산청군 산청읍 옥산리 270-3,노외,공영,45
경상남도 산청군 산청읍 옥산리 723-1,노외,공영,47
경상남도 산청군 산청읍 옥산리 163-1,노외,공영,28
경상남도 산청군 산청읍 산청리 332-1,노외,공영,18
경상남도 산청군 산청읍 지리 797,노외,공영,53
경상남도 산청군 산청읍 옥산리 450-8,노외,공영,21
경상남도 산청군 산청읍 지리 322-6,노외,공영,17
경상남도 산청군 차황면 장위리 18-3,노외,공영,28
경상남도 산청군 오부면 양촌리 407-1,노외,공영,14
경상남도 산청군 생초면 어서리 293-2,노외,공영,25
경상남도 산청군 금서면 매촌리 717-4,노외,공영,24
전라북도 순창군 순창읍 순화리 184,노외,공영,10
전라북도 순창군 순창읍 남계리 283-2,노외,공영,12
전라북도 순창군 순창읍 남계리 303-3,노외,공영,76
전라북도 순창군 순창읍 남계리 436,노외,공영,24
전라북도 순창군 순창읍 남계리 223-1,노외,공영,22
전라북도 순창군 순창읍 순화리 338,노외,공영,44
전라북도 순창군 순창읍 가남리 111-4,노외,공영,76
전라북도 순창군 순창읍 교성리 133-1,노외,공영,16
전라북도 순창군 복흥면 정산리 325-1,노외,공영,20
전라북도 순창군 순창읍 순화리 161-4,노외,공영,6
전라북도 순창군 순창읍 남계리 217-13,노외,공영,6
전라북도 순창군 순창읍 남계리 429,노외,공영,18
전라북도 순창군 순창읍 남계리 632,노외,공영,13
전라북도 순창군 금과면 매우리 479-1,노외,공영,19
전라북도 순창군 순창읍 순화리 267-1,노외,공영,20
전라북도 순창군 순창읍 남계리 820-3,노외,공영,6
전라북도 순창군 순창읍 남계리 268-7,노외,공영,11
강원도 동해시 천곡동 1090-8,노상,공영,46
강원도 동해시 천곡동 1090-3,노상,공영,16
강원도 동해시 천곡동 1090-41,노상,공영,17
울산광역시 중구 우정동 277-1,노외,공영,86
울산광역시 중구 우정동 252-9,노외,공영,67
울산광역시 중구 옥교동 234,노외,공영,237
울산광역시 중구 반구동 448-3,노외,공영,106
울산광역시 중구 옥교동 72-3,노외,공영,119
울산광역시 중구 태화동 24-4,노외,공영,22
울산광역시 중구 성남동 190-200,노외,공영,144
울산광역시 중구 성남동 215-1,노외,공영,539
울산광역시 중구 학산동 54-7,노외,공영,14
울산광역시 중구 학산동 90-4,노외,공영,49
울산광역시 중구 남외동 336,노외,공영,19
울산광역시 중구 복산동 205-1,노외,공영,47
울산광역시 중구 남외동 389-4,노외,공영,27
울산광역시 울주군 온양읍 운화리 1328-1,노외,공영,56
울산광역시 울주군 온양읍 운화리 873,노외,공영,255
전라북도 순창군 순창읍 남계리 964,노외,공영,70
전라북도 순창군 순창읍 남계리 800-8,노외,공영,53
전라북도 순창군 순창읍 남계리 795-1,노외,공영,30
전라북도 순창군 순창읍 남계리 656,노외,공영,34
전라북도 순창군 순창읍 순화리 98-5,노외,공영,11
충청남도 공주시 우성면 동대리 145-1,노외,공영,50
충청남도 공주시 사곡면 호계리 297-4,노외,공영,10
충청남도 공주시 중학동 197-2,노외,공영,102
충청남도 공주시 신관동 590-1,노외,공영,43
충청남도 공주시 정안면 광정리 283-7,노외,공영,30
충청남도 공주시 탄천면 삼각리 487,노외,공영,31
충청남도 공주시 신풍면 산정리 81,노외,공영,8
충청남도 공주시 의당면 청룡리 818,노외,공영,28
충청남도 공주시 금학동 290,노외,공영,44
충청남도 공주시 교동 3-35,노외,공영,20
충청남도 공주시 교동 62-4,노외,공영,20
충청남도 공주시 우성면 단지리 337-1,노외,공영,29
충청남도 공주시 반죽동 332-3,노외,공영,92
충청남도 공주시 옥룡동 46-13,노외,공영,17
충청남도 공주시 봉황동 202,노외,공영,22
충청남도 공주시 중동 147-89,노외,공영,37
충청남도 공주시 옥룡동 296,노외,공영,63
인천광역시 미추홀구 학익동 37-9,노상,공영,10
경기도 남양주시 금곡동 158-95(삼정빌딩 앞),노상,공영,12
경기도 남양주시 금곡동 428-8(개인택시조합사무실),노상,공영,43
경기도 남양주시 와부읍 덕소리 111-2,노상,공영,28
"경기도 남양주시 와부읍 덕소리 600-36,600-39(강변삼익아파트 정문 앞)",노상,공영,39
경기도 남양주시 진접읍 장현리 677-4(장현주공아파트 뒤),노상,공영,54
경기도 남양주시 호평동 643(호평싸이더스 뒤),노상,공영,36
서울특별시 도봉구 도봉동 624-105,노외,공영,64
경기도 남양주시 화도읍 마석우리 391(마석택지지구),노상,공영,38
"경기도 남양주시 퇴계원면,리 221-2(강남아파트 옆)",노상,공영,36
경기도 남양주시 진접읍 장현리 288-1(장현 농협건너편),노상,공영,43
경기도 남양주시 금곡동 651-5(다남프라자 앞),노상,공영,15
경기도 남양주시 가운동 707,노상,공영,19
"경기도 남양주시 진접읍 팔야리 788-3,786-8,781-1(팔야리 종점인근)",노상,공영,37
경기도 남양주시 진접읍 금곡리 1127-113번지 외,노상,공영,77
경기도 남양주시 화도읍 창현리 740(화도센터 건너편),노상,공영,19
경상북도 문경시 모전동 73-39,노상,공영,49
경상북도 문경시 모전동 81-14,노상,공영,17
"서울특별시 도봉구 쌍문2동 708-18,19",노외,공영,17
서울특별시 도봉구 창동 1-9,노외,공영,534
서울특별시 도봉구 창동 330,노외,공영,124
서울특별시 도봉구 창동 623-42,노외,공영,19
서울특별시 도봉구 창동 582-22,노외,공영,82
서울특별시 도봉구 쌍문동 710-4,노외,공영,37
서울특별시 도봉구 방학동 612-8,노외,공영,23
서울특별시 도봉구 방학동 629-12,노외,공영,20
서울특별시 도봉구 쌍문동 137-139,노외,공영,12
서울특별시 도봉구 쌍문동 460-103,노외,공영,29
서울특별시 도봉구 쌍문동 85-37,노외,공영,14
서울특별시 도봉구 쌍문동 378-35,노외,공영,11
서울특별시 도봉구 쌍문동 81-102,노외,공영,18
대구광역시 북구 산격동 1417-40,노상,공영,10
경기도 남양주시 진건읍 사능리 590-2번지 일원(구 사능역),노외,공영,118
경기도 남양주시 별내동935(별내동 파출소 뒤),노외,공영,54
경기도 남양주시 화도읍 734번지(원병원 건너편),노외,공영,44
경기도 남양주시 화도읍 묵현리 353번지(천마산역 후문),노외,공영,82
"경기도 남양주시 금곡동 185-54,202-8(시청 후문)",노상,공영,17
경상북도 문경시 모전동 27-31,노상,공영,33
경상북도 문경시 점촌동 402-6,노상,공영,58
경기도 안산시 단원구 선부동 1059-7,노외,공영,10
경기도 안산시 단원구 선부동 1061-17,노외,공영,7
경기도 안산시 단원구 선부동 1065-9,노외,공영,9
경기도 안산시 단원구 선부동 1066-3,노외,공영,10
"경기도 안산시 단원구 선부동 1074,(일대)",노외,공영,249
경기도 안산시 단원구 선부동 1076-12,노외,공영,73
경기도 광명시 철산동 531,노상,공영,126
경기도 광명시 철산동 527,노상,공영,69
경기도 광명시 철산동 524,노상,공영,60
경기도 광명시 하안동 711-4,노상,공영,94
대구광역시 북구 산격동 1265-2,노상,공영,13
대구광역시 북구 산격동 산9-28,노상,공영,14
대구광역시 북구 읍내동 1348,노상,공영,7
대구광역시 북구 읍내동 1352,노상,공영,28
대구광역시 북구 산격동 1499-1,노상,공영,3
대구광역시 북구 산격동 1499-1,노상,공영,8
대구광역시 북구 산격동 1499-1,노상,공영,2
대구광역시 북구 산격동 1499-1,노상,공영,19
인천광역시 중구 관동1가 9-1,노상,공영,3
인천광역시 중구 송학동1가 9-6,노상,공영,13
인천광역시 중구 송학동1가 9,노상,공영,3
인천광역시 중구 중앙동3가 4-41,노상,공영,26
인천광역시 중구 중앙동2가 9,노상,공영,9
인천광역시 중구 해안동2가 8-2,노상,공영,19
인천광역시 중구 해안동2가 4-16,노상,공영,18
인천광역시 중구 송학동3가 7-9,노상,공영,9
인천광역시 중구 송학동3가 7-13,노상,공영,3
인천광역시 미추홀구 학익동 251-5,노상,공영,12
서울특별시 금천구 가산동 557-4,노상,공영,43
서울특별시 금천구 가산동 327-29,노상,공영,23
서울특별시 금천구 독산동 1004-6,노상,공영,24
경상북도 안동시 송현동 611-3,노상,공영,110
경상북도 안동시 북문동 484,노상,공영,13
경상북도 안동시 임청각길 법흥교 하단,노상,공영,62
경상북도 안동시 동흥길 삼성생명 안동지점 북편,노상,공영,13
경상북도 안동시 신세동 164-5,노상,공영,18
경상북도 안동시 용상동 1592-32,노상,공영,57
경상북도 안동시 용상동 1179-146,노상,공영,24
경상북도 안동시 용상동 1078-142,노상,공영,36
경상북도 안동시 옥야동 384-2,노상,공영,108
경상북도 안동시 당북동 447,노상,공영,62
경상북도 안동시 옥야동 383-3 고추상가 앞,노상,공영,39
경상북도 안동시 금곡동 124-19,노상,공영,11
경상북도 안동시 태화동 269,노상,공영,19
경상북도 안동시 태화동 269,노상,공영,16
경상북도 안동시 태화동 269,노상,공영,35
경상북도 안동시 태화동 634-30,노상,공영,14
경상북도 안동시 감나무3길 KBS안동방송국 앞,노상,공영,28
경기도 안산시 단원구 고잔동 554-2,노외,공영,38
경기도 안산시 단원구 고잔동 556-1,노외,공영,131
경기도 안산시 단원구 고잔동 560-1,노외,공영,127
경기도 안산시 단원구 고잔동 566,노외,공영,107
경기도 안산시 단원구 고잔동 566,노외,공영,114
경기도 안산시 단원구 고잔동 611-1,노외,공영,25
경기도 안산시 단원구 고잔동 618-7,노외,공영,10
경기도 안산시 단원구 고잔동 619-5,노외,공영,10
경기도 안산시 단원구 고잔동 628-3,노외,공영,10
경기도 안산시 단원구 고잔동 656-9,노외,공영,13
경기도 안산시 단원구 대부북동 1955-1,노외,공영,22
경기도 안산시 단원구 대부북동 429-3,노외,공영,257
경기도 안산시 단원구 대부북동1841-10,노외,공영,268
경기도 안산시 단원구 대부북동1849-6,노외,공영,169
경기도 안산시 단원구 선부동 1026-7,노외,공영,8
경기도 안산시 단원구 선부동 1030-16,노외,공영,61
경기도 안산시 단원구 선부동 1031-15,노외,공영,10
경기도 안산시 단원구 선부동 1038-4,노외,공영,7
경기도 안산시 단원구 선부동 1041-12,노외,공영,10
경기도 포천시 영중면 양문리 974-5,노외,공영,64
경기도 안산시 단원구 고잔동 531-1,노외,공영,50
경기도 안산시 단원구 고잔동 539-11,노외,공영,66
경기도 안산시 단원구 고잔동 540,노외,공영,86
경기도 안산시 단원구 고잔동 540-6,노외,공영,197
경기도 안산시 단원구 고잔동 545-1,노외,공영,144
경기도 안산시 단원구 고잔동 547-1,노외,공영,135
경기도 안산시 단원구 고잔동 550-1,노외,공영,146
경기도 안산시 단원구 고잔동 552-1,노외,공영,138
대전광역시 중구 산성동 64-48,노상,공영,6
대전광역시 중구 산성동 321,노상,공영,30
대전광역시 중구 산성동 282-5,노외,공영,45
대전광역시 중구 산성동 284-9,노외,공영,28
대전광역시 중구 산성동 78-5,노상,공영,43
대전광역시 중구 산성동 275-1,노상,공영,32
대전광역시 중구 사정동 439-14,노상,공영,22
대전광역시 중구 사정동 431-1,노상,공영,9
대전광역시 중구 사정동 403,노외,공영,32
대전광역시 중구 사정동 397,노외,공영,33
대전광역시 중구 태평동 423-22,노외,공영,3
울산광역시 동구 전하동 산 166-6,노외,공영,57
대전광역시 중구 대흥동 326-34,노외,공영,25
대전광역시 중구 용두동 31-1,노외,공영,42
대전광역시 중구 유천동 211-5,노외,공영,53
대전광역시 중구 대사동 233-38,노외,공영,9
대전광역시 중구 대사동 233-191,노외,공영,11
대전광역시 중구 목동 131-10,노외,공영,51
대전광역시 중구 용두동 34-26,노외,공영,13
대전광역시 중구 유천동 276-18,노외,공영,28
대전광역시 중구 유천동 196,노상,공영,47
대전광역시 중구 대사동 248-219,노상,공영,25
대전광역시 중구 문화동 263-9,노상,공영,12
대전광역시 중구 문화동 263-10,노외,공영,8
대전광역시 중구 문화동 259-6,노외,공영,14
대전광역시 중구 문화동 231-11,노외,공영,5
대전광역시 중구 문화동 13-9,노외,공영,22
대전광역시 중구 문화동 11-223,노외,공영,11
대전광역시 중구 문화동 147-4,노상,공영,33
대전광역시 중구 문화동 114-1,노외,공영,42
대전광역시 중구 문화동 44-2,노외,공영,45
대전광역시 중구 문화동 571-14,노외,공영,34
대전광역시 중구 문화동 671-10,노상,공영,15
대전광역시 중구 유천동 141-20,노상,공영,45
대전광역시 중구 유천동 142-14,노상,공영,102
대전광역시 중구 문화동 374-16,노상,공영,30
대전광역시 중구 문화동 418-1,노상,공영,41
대전광역시 중구 오류동 168-7,노상,공영,7
대전광역시 중구 유천동 297-21,노상,공영,41
대전광역시 중구 유천동 272-1,노상,공영,68
대전광역시 중구 오류동 175-1,노상,공영,24
대전광역시 중구 오류동 175-7,노외,공영,7
대전광역시 중구 오류동 149-3,노외,공영,24
대전광역시 중구 오류동 175-1,노상,공영,53
대전광역시 중구 유천동 185-1,노상,공영,72
대전광역시 중구 유천동 307-1,노상,공영,20
울산광역시 동구 주전동 296-4,노외,공영,13
울산광역시 동구 주전동 316,노외,공영,6
서울특별시 금천구 가산동 35-2,노상,공영,41
서울특별시 금천구 가산동 60-19,노상,공영,37
서울특별시 금천구 가산동 345-10,노상,공영,27
서울특별시 금천구 가산동 326-4,노상,공영,18
서울특별시 금천구 가산동 345-15,노상,공영,27
대전광역시 유성구 관평동 932,노외,공영,40
대전광역시 유성구 관평동 1052,노외,공영,44
대전광역시 유성구 관평동 734,노외,공영,50
대전광역시 유성구 관평동 1175,노외,공영,48
대전광역시 대덕구 장동 670,노외,공영,7
대전광역시 유성구 용산동 624,노외,공영,27
대전광역시 중구 대흥동 508-14,노상,공영,26
대전광역시 중구 대흥동 452-96,노상,공영,19
대전광역시 중구 대흥동 452-74,노외,공영,25
대전광역시 중구 대흥동 452-30,노외,공영,53
대전광역시 중구 대흥동 418-1,노상,공영,21
대전광역시 중구 선화동 381-108,노외,공영,49
대전광역시 중구 선화동 889,노외,공영,22
대전광역시 중구 문화동 1-21,노상,공영,38
대전광역시 중구 문화동 1-30,노상,공영,28
대전광역시 중구 문화동 1-39,노상,공영,22
대전광역시 중구 문화동 1-48,노상,공영,7
대전광역시 중구 문화동 354-14,노상,공영,5
대전광역시 중구 문화동 339-37,노상,공영,17
대전광역시 중구 유천동 137-1,노상,공영,29
대전광역시 중구 유천동 141-1,노상,공영,35
경상북도 구미시 신평동 150-52,노상,공영,42
경상북도 구미시 신평동 150-31,노상,공영,50
경상북도 구미시 공단동 254,노상,공영,31
경상북도 구미시 선산읍 완전리 432,노상,공영,74
경상북도 구미시 송정동 9-10,노상,공영,135
경상북도 구미시 송정동 59,노상,공영,13
경상북도 구미시 송정동 501,노상,공영,274
경상북도 구미시 형곡동 227-2,노상,공영,50
경상북도 구미시 진평동 645,노상,공영,103
경상북도 구미시 공단동 140,노상,공영,76
경상북도 구미시 고아읍 원호리 470,노외,공영,12
경상북도 구미시 고아읍 원호리 445,노외,공영,13
경기도 구리시 수택동 878-3,노상,공영,61
경기도 구리시 수택동 514,노상,공영,18
충청남도 태안군 태안읍 동문리 샘골진입로,노상,공영,37
충청남도 태안군 태안읍 동문리 체육관진입로,노상,공영,60
서울특별시 도봉구 도봉동 624-105,노외,공영,164
서울특별시 도봉구 방학동 632-14,노외,공영,30
서울특별시 도봉구 도봉동 341-1,노외,공영,190
서울특별시 도봉구 도봉동 282-26,노외,공영,194
서울특별시 도봉구 도봉동 288-19,노외,공영,364
서울특별시 도봉구 도봉2동 639,노외,공영,9
서울특별시 도봉구 도봉2동 59-1,노외,공영,13
서울특별시 도봉구 도봉2동 639,노외,공영,23
서울특별시 도봉구 방학동 599-7,노외,공영,28
서울특별시 도봉구 방학동 653-15,노외,공영,18
서울특별시 도봉구 방학동 684-4,노외,공영,8
서울특별시 도봉구 창동 657-37,노외,공영,42
서울특별시 도봉구 창동 578-4,노외,공영,18
서울특별시 도봉구 방학동 720-4,노상,공영,17
서울특별시 도봉구 창동 504-21,노외,공영,80
서울특별시 도봉구 도봉동 599-34,노외,공영,19
서울특별시 도봉구 창동 690-1,노외,공영,9
서울특별시 도봉구 방학동 600-13,노외,공영,34
서울특별시 도봉구 방학동 632-1,노외,공영,81
서울특별시 도봉구 도봉동 132-1,노외,공영,135
서울특별시 도봉구 방학동 684-4,노외,공영,9
서울특별시 도봉구 도봉동 639,노외,공영,58
서울특별시 도봉구 창동 632-75,노외,공영,12
서울특별시 도봉구 쌍문동 315-62,노외,공영,32
경상북도 문경시 점촌동 121-23,노상,공영,44
경상북도 문경시 점촌동 288-5,노상,공영,128
강원도 철원군 철원읍 화지리 41-121,노외,공영,16
강원도 철원군 철원읍 화지리 28-17,노외,공영,43
인천광역시 미추홀구 용현동 622-148,노상,공영,15
인천광역시 미추홀구 용현동 621-160,노상,공영,13
인천광역시 미추홀구 용현동 627-279,노상,공영,33
인천광역시 미추홀구 용현동 611-61,노상,공영,17
인천광역시 미추홀구 용현동 617-71,노상,공영,37
인천광역시 미추홀구 용현동 615-2,노상,공영,32
인천광역시 미추홀구 용현동 627-105,노상,공영,46
인천광역시 미추홀구 용현동 294-3,노상,공영,20
인천광역시 미추홀구 용현동 286-10,노상,공영,41
인천광역시 미추홀구 학익동 259-11,노상,공영,38
인천광역시 미추홀구 학익동 587-73,노상,공영,150
인천광역시 미추홀구 학익동 696-3,노상,공영,52
서울특별시 도봉구 창동 661-27,노외,민영,11
서울특별시 도봉구 도봉1동 470-4,노외,공영,11
서울특별시 도봉구 도봉2동 639,노외,공영,28
서울특별시 도봉구 도봉2동 639,노외,공영,72
경상북도 문경시 윤직동 568-2,노상,공영,34
서울특별시 도봉구 도봉동 463-1,노외,민영,49
서울특별시 도봉구 도봉동 352,노외,민영,6
서울특별시 도봉구 도봉동 364-1,노외,민영,11
서울특별시 도봉구 창동 749-14,노외,민영,10
서울특별시 도봉구 도봉동 92-73,노외,민영,28
서울특별시 도봉구 쌍문동 94-50,노외,민영,9
서울특별시 도봉구 쌍문동 96-24,노외,민영,16
서울특별시 도봉구 쌍문동 103-1,노외,민영,50
서울특별시 도봉구 쌍문동 261,노외,민영,24
서울특별시 도봉구 방학동 600-9,노외,민영,7
서울특별시 도봉구 방학동 468-1,노외,민영,23
서울특별시 도봉구 도봉동 282-2,노외,민영,23
서울특별시 도봉구 도봉동 617-28,노외,민영,7
서울특별시 도봉구 도봉동 592-0,노외,민영,25
서울특별시 도봉구 도봉동 62-20,노외,민영,206
서울특별시 도봉구 방학동 592-0,노외,민영,4
서울특별시 도봉구 도봉동 611-26,노외,민영,27
서울특별시 도봉구 도봉동 451,노외,민영,12
서울특별시 도봉구 창동 749-9,노외,민영,21
서울특별시 도봉구 창동 655-20,부설,민영,4
경상북도 문경시 점촌동 232,부설,공영,69
경상북도 문경시 모전동 76-4,노상,공영,13
,노외,공영,82
경기도 화성시 남양읍 남양리658-2,노외,공영,41
경기도 화성시 남양읍 남양리2319-3,노외,공영,28
울산광역시 중구 성남동 198-5,노상,공영,77
울산광역시 중구 태화동 107,노상,공영,286
울산광역시 중구 남외동 983-14,노상,공영,42
울산광역시 중구 태화동 773-8,노상,공영,209
,노상,공영,60
울산광역시 중구 학성동 349-16,노상,공영,38
울산광역시 중구 옥교동 94-2,노외,공영,585
울산광역시 중구 학성동 362-2,노외,공영,41
울산광역시 중구 학성동 435-13,노외,공영,63
경기도 가평군 가평읍 읍내리 613-3,노상,공영,27
경기도 가평군 가평읍 읍내리 635-1,노상,공영,27
경기도 가평군 가평읍 읍내리 738-8,노상,공영,21
경기도 가평군 가평읍 대곡리 240-5,노상,공영,19
경기도 가평군 가평읍 읍내리 363-1,노상,공영,21
경기도 가평군 가평읍 읍내리 478-14,노상,공영,15
대전광역시 유성구 봉명동 535-2,노상,공영,25
대전광역시 유성구 봉명동 665-6,노상,공영,12
인천광역시 미추홀구 주안동 846-6,노외,공영,18
인천광역시 미추홀구 주안동 866-118,노외,공영,48
경상남도 함양군 서하면 봉전리 831-1,노외,민영,58
경상남도 함양군 서하면 황산리 807-1,노외,민영,3
부산광역시 금정구 두구동 1641번지,노외,공영,443
부산광역시 금정구 두구동 1641번지,노외,공영,167
부산광역시 금정구 두구동 1641번지,노외,공영,892
부산광역시 금정구 두구동 1641번지,노외,공영,677
대전광역시 유성구 봉명동 535-7,노상,공영,9
대전광역시 유성구 봉명동 536-8,노상,공영,21
대전광역시 유성구 봉명동 442-4,노상,공영,26
대전광역시 유성구 봉명동 528,노상,공영,20
대전광역시 유성구 봉명동 539-1,노상,공영,58
대전광역시 유성구 봉명동 537-8,노상,공영,7
경상남도 함양군 휴천면 월평리 산123-21,노외,공영,27
경상남도 함양군 함양읍 죽곡리 253-1,노외,공영,132
경상남도 함양군 함양읍 용평리 607-119,노외,공영,16
경상남도 함양군 안의면 이전리 13-4,노외,공영,54
경상남도 함양군 서상면 도천리 1074-5,노외,공영,16
경상남도 함양군 함양읍 죽곡리 15,노외,공영,26
경상남도 함양군 마천면 구양리 산60-4,노외,공영,41
경상남도 함양군 마천면 가흥리 1208,노외,공영,24
경상남도 함양군 서상면 금당리 540,노외,공영,98
경상남도 함양군 서상면 옥산리 981,노외,공영,94
경상남도 함양군 안의면 이전리 394-2,노외,공영,39
경상남도 함양군 백전면 평정리 357-3,노외,공영,30
경상남도 함양군 안의면 상원리 758-2,노외,공영,108
경상남도 함양군 함양읍 용평리 637-5,노외,공영,481
전라북도 완주군 삼례읍 삼례리 1410,노외,공영,150
강원도 강릉시 옥천동 25-2,노외,공영,256
강원도 강릉시 옥천동 224,노외,공영,82
강원도 강릉시 주문진읍 교항리 292,노외,공영,10
강원도 강릉시 주문진읍 주문리 791-42,노외,공영,116
강원도 강릉시 주문진읍 교항리 1252-14,노외,공영,144
강원도 강릉시 주문진읍 교항리 328-2,노외,공영,45
강원도 강릉시 주문진읍 주문리 122-13,노외,공영,30
전라남도 곡성군 옥과면 리문리 231,노외,공영,15
전라남도 곡성군 옥과면 옥과리 104-8,노외,공영,29
전라남도 곡성군 입면 송전리 1050-1,노외,공영,22
"대구광역시 수성구 두산동 157-19, 22",노외,공영,16
대구광역시 수성구 두산동 37-3,노외,공영,11
대구광역시 수성구 만촌동 863-53,노외,공영,4
대구광역시 수성구 두산동 696-3,노외,공영,69
대구광역시 수성구 범물동 1221-26,노외,공영,48
경기도 포천시 소흘읍 송우리 138-2,노상,공영,40
경기도 포천시 소흘읍 송우리 728-1,노외,공영,30
경기도 포천시 소흘읍 송우리 726-1,노외,공영,81
경기도 포천시 소흘읍 이가팔리 613-9,노외,공영,39
경기도 포천시 내촌면 내리 480-4,노상,공영,80
경기도 포천시 가산면 마산리 152-14,노외,공영,44
전라남도 진도군 진도읍 남동리 775-4,노외,민영,84
대전광역시 대덕구 신탄진동 295-128,노외,공영,16
대전광역시 대덕구 장동 783,노외,공영,7
대전광역시 대덕구 문평동 80-1,노외,공영,111
대전광역시 대덕구 신대동 238-1,노외,공영,14
대전광역시 유성구 봉산동 299,노외,공영,50
대전광역시 유성구 봉산동 295,노상,공영,26
대전광역시 유성구 송강동 36-2,노외,공영,53
대전광역시 유성구 관평동 788,노외,공영,32
울산광역시 울주군 온산읍 당월리 95-3,노상,공영,40
울산광역시 울주군 언양읍 남부리 336-1,노외,공영,327
울산광역시 울주군 두동면 봉계리 1274-60,노외,공영,15
울산광역시 울주군 온양읍 운화리 1276-2,노외,공영,212
울산광역시 울주군 두서면 서하리 264-11,노외,공영,43
울산광역시 울주군 범서읍 입암리 1-4,노외,공영,66
